codigo,descripcion
02.2.1.03,CRANEOSTOMÍA CON FENESTRACIÓN ESTEREOTÁCTICA
02.2.1.05,TERCER VENTRICULOSTOMÍA VÍA ENDOSCÓPICA
02.2.1.06,DERIVACIÓN VENTRICULOSUBGALEAL
02.2.2.01,COLOCACIÓN DE CATÉTER VENTRICULAR AL EXTERIOR
02.2.2.02,DERIVACIÓN VENTRICULAR A ESPACIO SUBARACNOIDEO CERVICAL
02.2.2.03,VENTRICULOSTOMÍA EXTERNA
02.2.4.01,COLOCACIÓN DE CATÉTER VENTRÍCULO PERITONEAL SIN VÁLVULA POR CRANEOTOMÍA
02.2.4.02,COLOCACIÓN DE CATÉTER VENTRÍCULO PERITONEAL CON VÁLVULA POR CRANEOTOMÍA
02.2.4.03,COLOCACIÓN DE CATÉTER VENTRÍCULO PERITONEAL SIN VÁLVULA VÍA ENDOSCÓPICA
02.2.4.04,COLOCACIÓN DE CATÉTER VENTRÍCULO PERITONEAL CON
02.3.2.01,DERIVACIÓN VENTRÍCULOATRIAL
02.3.4.02,ÓRGANOS DERIVACIÓN CISTO PERITONEAL (QUISTE VENTRICULAR A PERITONEO)
02.3.4.03,DERIVACIÓN VENTRICULAR A CAVIDAD Y ÓRGANOS ABDOMINALES
02.3.4.04,DERIVACIÓN VENTRICULAR A CAVIDAD U OTROS ÓRGANOS
02.4.1.01,IRRIGACIÓN DE DERIVACIÓN VENTRICULAR
02.4.2.01,REEMPLAZO PARCIAL DE DERIVACIÓN
02.4.2.02,REEMPLAZO TOTAL DE DERIVACIÓN
02.4.2.03,SUSTITUCIÓN DE DERIVACIÓN VENTRICULAR
02.4.3.01,RETIRO DE DERIVACIÓN VENTRICULAR
02.5.0.01,"CON RESERVORIO SUBCUTÁNEO IMPLANTE DE CATÉTER (INTRAVENTRICULAR, INTRACÍSTICO) CON RESERVORIO SUBCUTÁNEO"
02.8.1.01,LISIS DE ADHERENCIAS CORTICALES
02.8.2.01,O CEREBRAL IMPLANTACIÓN DE CATÉTER INTRACEREBRAL
02.8.2.02,IMPLANTACIÓN DE DISPOSITIVO EXTRADURAL
02.8.2.03,IMPLANTACIÓN DE DISPOSITIVO INTRACEREBRAL (ELECTRODOS O TRANSDUCTORES)
02.8.3.02,NEUROESTIMULADORES COLOCACIÓN DE ELECTRODO EPIDURAL TRANSITORIO
02.8.3.03,IMPLANTACIÓN DE ELECTRODO INTRACRANEAL PROFUNDO
02.8.3.04,IMPLANTACIÓN DE RECEPTOR ELECTROENCEFALOGRÁFICO POR TREPANACIÓN
02.8.3.05,INSERCIÓN DE REJILLA SUBDURAL
02.8.3.07,IMPLANTACIÓN DE ELECTRODO PARA ESTIMULACIÓN CEREBRAL POR CRANEOTOMÍA
02.8.3.08,IMPLANTACIÓN DE ELECTRODO PARA ESTIMULACIÓN CEREBRAL
02.8.3.09,PROFUNDA POR ESTEREOTAXIA IMPLANTACIÓN DE ELECTRODO SUBDURAL POR CRANEOTOMÍA
02.8.3.10,IMPLANTACIÓN DE ELECTRODO SUBDURAL POR ESTEREOTAXIA
02.8.3.11,IMPLANTACIÓN DE ELECTRODO EPIDURAL (PERMANENTE)
02.8.3.12,IMPLANTACIÓN DE ELECTRODO INTRACRANEAL PARENQUIMATOSO
02.8.3.13,IMPLANTACIÓN DE ELECTRODO INTRACRANEAL PROFUNDO PARA ESTEREOELECTROENCEFALOGRAFÍA
02.8.3.14,CUPS” CÓDIGO                                 DESCRIPCIÓN IMPLANTACIÓN DE GENERADOR PARA NEUROESTIMULACIÓN INTRACRANEAL
02.8.4.01,CERVICAL COLOCACIÓN DE TRACTOR CEFÁLICO
02.8.4.02,COLOCACIÓN DE TRACTOR ESQUELÉTICO CERVICAL
02.8.5.01,CERVICAL EXTRACCIÓN O RETIRO DE TRACTOR CEFÁLICO
02.8.5.02,EXTRACCIÓN O RETIRO DE TRACTOR ESQUELÉTICO CERVICAL
02.8.6.01,INJERTO INTRACEREBRAL DE TEJIDO SUPRARRENAL
02.8.6.02,INJERTO INTRACEREBRAL
02.9.0.01,EMBOLIZACIÓN DE TUMORES INTRACRANEANOS
02.9.0.02,EMBOLIZACIÓN DE TUMORES ESPINALES
02.9.1.01,INTRACRANEANOS CATETERIZACIÓN SUPRASELECTIVA DE VASO INTRACRANEANO
03.0.1.05,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CANAL RAQUÍDEO POR LAMINECTOMÍA VÍA ABIERTA
03.0.1.06,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CANAL RAQUÍDEO POR LAMINECTOMÍA VÍA PERCUTÁNEA
03.0.1.07,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CANAL RAQUÍDEO POR LAMINECTOMÍA VÍA ENDOSCÓPICA
03.0.1.08,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CANAL RAQUÍDEO POR HEMILAMINECTOMÍA VÍA ABIERTA
03.0.1.09,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CANAL RAQUÍDEO POR HEMILAMINECTOMÍA VÍA PERCUTÁNEA
03.0.1.10,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CANAL RAQUÍDEO POR HEMILAMINECTOMÍA VÍA ENDOSCÓPICA
03.0.1.11,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CANAL RAQUÍDEO POR LAMINOTOMÍA VÍA ABIERTA
03.0.1.12,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CANAL RAQUÍDEO POR LAMINOTOMÍA VÍA PERCUTÁNEA
03.0.1.13,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CANAL RAQUÍDEO POR LAMINOTOMÍA VÍA ENDOSCÓPICA
03.0.2.08,RAÍCES ESPINALES EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y RAÍCES ESPINALES HASTA DOS SEGMENTOS POR LAMINECTOMÍA VÍA ABIERTA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.09,RAÍCES ESPINALES HASTA DOS SEGMENTOS POR LAMINECTOMÍA VÍA PERCUTÁNEA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.10,RAÍCES ESPINALES HASTA DOS SEGMENTOS POR LAMINECTOMÍA VÍA ENDOSCÓPICA
03.0.2.11,CUPS” CÓDIGO                                DESCRIPCIÓN EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y RAÍCES ESPINALES MÁS DE DOS SEGMENTOS POR LAMINECTOMÍA VÍA ABIERTA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.12,RAÍCES ESPINALES MÁS DE DOS SEGMENTOS POR LAMINECTOMÍA VÍA PERCUTÁNEA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.13,RAÍCES ESPINALES MÁS DE DOS SEGMENTOS POR LAMINECTOMÍA VÍA ENDOSCÓPICA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.14,RAÍCES ESPINALES HASTA DOS SEGMENTOS POR HEMILAMINECTOMÍA VÍA ABIERTA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.15,RAÍCES ESPINALES HASTA DOS SEGMENTOS POR HEMILAMINECTOMÍA VÍA PERCUTÁNEA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.16,RAÍCES ESPINALES HASTA DOS SEGMENTOS POR HEMILAMINECTOMÍA VÍA ENDOSCÓPICA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.17,RAÍCES ESPINALES MÁS DE DOS SEGMENTOS POR HEMILAMINECTOMÍA VÍA ABIERTA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.18,RAÍCES ESPINALES MÁS DE DOS SEGMENTOS POR HEMILAMINECTOMÍA VÍA PERCUTÁNEA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.19,RAÍCES ESPINALES MÁS DE DOS SEGMENTOS POR HEMILAMINECTOMÍA VÍA ENDOSCÓPICA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.20,RAÍCES ESPINALES HASTA DOS SEGMENTOS POR LAMINOTOMÍA VÍA ABIERTA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.21,RAÍCES ESPINALES HASTA DOS SEGMENTOS POR LAMINOTOMÍA VÍA PERCUTÁNEA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.22,RAÍCES ESPINALES HASTA DOS SEGMENTOS POR LAMINOTOMÍA VÍA ENDOSCÓPICA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.23,RAÍCES ESPINALES MÁS DE DOS SEGMENTOS POR LAMINOTOMÍA VÍA ABIERTA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.24,RAÍCES ESPINALES MÁS DE DOS SEGMENTOS POR LAMINOTOMÍA VÍA PERCUTÁNEA EXPLORACIÓN Y DESCOMPRESIÓN DEL CANAL RAQUÍDEO Y
03.0.2.25,RAÍCES ESPINALES MÁS DE DOS SEGMENTOS POR LAMINOTOMÍA VÍA ENDOSCÓPICA
03.0.2.26,EXPLORACIÓN Y DESCOMPRESIÓN HASTA DOS SEGMENTOS POR FORAMINOTOMÍA VÍA ABIERTA
03.0.2.27,EXPLORACIÓN Y DESCOMPRESIÓN HASTA DOS SEGMENTOS POR FORAMINOTOMÍA VÍA PERCUTÁNEA
03.0.2.28,EXPLORACIÓN Y DESCOMPRESIÓN HASTA DOS SEGMENTOS POR FORAMINOTOMÍA VÍA ENDOSCÓPICA
03.0.2.29,EXPLORACIÓN Y DESCOMPRESIÓN MÁS DE DOS SEGMENTOS POR FORAMINOTOMÍA VÍA ABIERTA
03.0.2.30,EXPLORACIÓN Y DESCOMPRESIÓN MÁS DE DOS SEGMENTOS POR FORAMINOTOMÍA VÍA PERCUTÁNEA
03.0.2.31,EXPLORACIÓN Y DESCOMPRESIÓN MÁS DE DOS SEGMENTOS POR FORAMINOTOMÍA VÍA ENDOSCÓPICA
03.0.3.01,EXPLORACIÓN Y DESCOMPRESIÓN DE RAÍZ DEL NERVIO ESPINAL
03.0.3.02,ESCISIÓN DE QUISTE SINOVIAL FACETARIO VÍA POSTERIOR
03.0.4.04,DRENAJE DE COLECCIÓN EPIDURAL CERVICAL
03.0.4.05,DRENAJE DE COLECCIÓN EPIDURAL TORÁCICA
03.0.4.06,DRENAJE DE COLECCIÓN EPIDURAL LUMBOSACRA
03.0.4.07,DRENAJE DE COLECCIÓN SUBDURAL CERVICAL
03.0.4.08,DRENAJE DE COLECCIÓN SUBDURAL TORÁCICA
03.0.4.09,DRENAJE DE COLECCIÓN SUBDURAL LUMBOSACRA
03.1.1.01,RIZOTOMÍA DE RAÍZ NERVIO ESPINAL VÍA ABIERTA
03.1.1.02,RIZOTOMÍA DE RAÍZ NERVIO ESPINAL VÍA PERCUTÁNEA
03.1.1.03,RIZOTOMÍA DE RAÍZ NERVIO ESPINAL VÍA ENDOSCÓPICA
03.1.1.04,RIZÓLISIS FACETARIA (NEUROTOMÍA DE RAMA MEDIAL) VÍA PERCUTÁNEA
03.1.1.05,RIZÓLISIS FACETARIA (NEUROTOMÍA DE RAMA MEDIAL) VÍA
03.2.0.01,CORDOTOMÍA VÍA ABIERTA
03.2.0.02,CORDOTOMÍA VÍA PERCUTÁNEA
03.2.0.03,CORDOTOMÍA VÍA ENDOSCÓPICA
03.2.3.03,"TRACTOTOMÍA DE MÉDULA ESPINAL (ANTERIOR, LATERAL O POSTERIOR)"
03.2.3.04,LESIÓN DE TRACTOS DE ENTRADA DE RAÍCES POSTERIORES
03.2.4.01,MIELOTOMÍA POR ABLACIÓN VÍA ABIERTA
03.3.1.01,PUNCIÓN LUMBAR (DIAGNÓSTICA O TERAPÉUTICA)
03.3.1.02,DRENAJE LUMBAR TRANSITORIO
03.3.1.03,MANOMETRÍA DE LÍQUIDO CEFALORRAQUÍDEO
03.3.2.01,"BIOPSIA DE TUMOR INTRADURALES (INTRAMEDULARES Y EXTRAMEDULARES) CERVICALES, DORSALES, LUMBOSACROS O COCCÍGEOS"
03.3.2.02,"BIOPSIA ABIERTA DE TUMOR DEL FORAMEN MAGNO, VÍA LATERAL"
03.3.2.03,BIOPSIA DE MÉDULA ESPINAL O MENINGES ESPINALES
03.4.1.01,"RESECCIÓN DE TUMOR DEL FORAMEN MAGNO, POR CRANEOTOMÍA DE FOSA POSTERIOR Y ESCISIÓN DE ARCO POSTERIOR DE ATLAS VÍA POSTERIOR"
03.4.1.02,"CUPS” CÓDIGO                                DESCRIPCIÓN RESECCIÓN DE TUMOR DEL FORAMEN MAGNO, VÍA TRANSCONDÍLEA"
03.4.1.03,"RESECCIÓN DE TUMOR DEL FORAMEN MAGNO, VÍA TRANSORAL"
03.4.2.08,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL C1 C2 VÍA ABIERTA
03.4.2.09,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL C1 C2 VÍA PERCUTÁNEA
03.4.2.10,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL C1 C2 VÍA ENDOSCÓPICA
03.4.2.11,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL SUBAXIAL HASTA DOS SEGMENTOS VÍA ABIERTA
03.4.2.12,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL SUBAXIAL HASTA DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.2.13,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL SUBAXIAL HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.2.14,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL SUBAXIAL MÁS DE DOS SEGMENTOS VÍA ABIERTA
03.4.2.15,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL SUBAXIAL MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.2.16,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL SUBAXIAL MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.2.17,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL TORÁCICO HASTA DOS SEGMENTOS VÍA ABIERTA
03.4.2.18,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL TORÁCICO HASTA DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.2.19,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL TORÁCICO HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.2.20,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL TORÁCICO MÁS DE DOS SEGMENTOS VÍA ABIERTA
03.4.2.21,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL TORÁCICO MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.2.22,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL TORÁCICO MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.2.23,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL LUMBAR HASTA DOS SEGMENTOS VÍA ABIERTA
03.4.2.24,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL LUMBAR HASTA DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.2.25,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL LUMBAR HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.2.26,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL LUMBAR MÁS DE DOS SEGMENTOS VÍA ABIERTA
03.4.2.27,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL LUMBAR MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.2.28,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO EXTRADURAL LUMBAR MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.2.29,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO SACRO VÍA ABIERTA
03.4.2.30,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO SACRO VÍA
03.4.3.07,RESECCIÓN DE TUMOR RADICULAR EN RELOJ DE ARENA EN CANAL VERTEBRAL EXTRADURAL CON EXTENSIÓN FORAMINAL RESECCIÓN DE TUMOR RADICULAR EN RELOJ DE ARENA EN
03.4.3.08,CANAL VERTEBRAL INTRA Y EXTRADURAL CON EXTENSIÓN FORAMINAL
03.4.3.09,CUPS” CÓDIGO                                DESCRIPCIÓN RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL C1 C2 VÍA ABIERTA
03.4.3.10,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL C1 C2 VÍA PERCUTÁNEA
03.4.3.11,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL C1 C2 VÍA ENDOSCÓPICA
03.4.3.12,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL SUBAXIAL HASTA DOS SEGMENTOS VÍA ABIERTA
03.4.3.13,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL SUBAXIAL HASTA DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.3.14,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL SUBAXIAL HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.3.15,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL SUBAXIAL MÁS DE DOS SEGMENTOS VÍA ABIERTA
03.4.3.16,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL SUBAXIAL MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.3.17,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL SUBAXIAL MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.3.18,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL TORÁCICO HASTA DOS SEGMENTOS VÍA ABIERTA
03.4.3.19,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL TORÁCICO HASTA DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.3.20,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL TORÁCICO HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.3.21,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL TORÁCICO MÁS DE DOS SEGMENTOS VÍA ABIERTA
03.4.3.22,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL TORÁCICO MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.3.23,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL TORÁCICO MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.3.24,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL LUMBAR HASTA DOS SEGMENTOS VÍA ABIERTA
03.4.3.25,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL LUMBAR HASTA DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.3.26,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL LUMBAR HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.3.27,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL LUMBAR MÁS DE DOS SEGMENTOS VÍA ABIERTA
03.4.3.28,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL LUMBAR MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.3.29,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL LUMBAR MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.3.30,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL SACRO VÍA ABIERTA
03.4.3.31,RESECCIÓN DE TUMOR O LESIÓN INTRARRAQUÍDEO INTRADURAL SACRO VÍA ENDOSCÓPICA
03.4.4.03,MULTIRRADICULARES RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR C1 C2 VÍA ABIERTA
03.4.4.04,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR C1 C2 VÍA PERCUTÁNEA
03.4.4.05,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR C1 C2 VÍA ENDOSCÓPICA
03.4.4.06,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL HASTA DOS SEGMENTOS VÍA ABIERTA
03.4.4.07,CUPS” CÓDIGO                                 DESCRIPCIÓN RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL HASTA DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.4.08,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.4.09,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL MÁS DE DOS SEGMENTOS VÍA ABIERTA
03.4.4.10,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.4.11,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.4.12,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO HASTA DOS SEGMENTOS VÍA ABIERTA
03.4.4.13,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO HASTA DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.4.14,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.4.15,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO MÁS DE DOS SEGMENTOS VÍA ABIERTA
03.4.4.16,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA
03.4.4.17,RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.4.18,RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O MULTIRRADICULAR LUMBAR HASTA DOS SEGMENTOS VÍA ABIERTA RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O
03.4.4.19,MULTIRRADICULAR LUMBAR HASTA DOS SEGMENTOS VÍA PERCUTÁNEA RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O
03.4.4.20,MULTIRRADICULAR LUMBAR HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O
03.4.4.21,MULTIRRADICULAR LUMBAR MÁS DE DOS SEGMENTOS VÍA ABIERTA RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O
03.4.4.22,MULTIRRADICULAR LUMBAR MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O
03.4.4.23,MULTIRRADICULAR LUMBAR MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA
03.4.4.24,RESECCIÓN DE TUMOR O LESIÓN MULTIRRADICULAR SACRO VÍA ABIERTA
03.4.4.25,RESECCIÓN DE TUMOR O LESIÓN MULTIRRADICULAR SACRO VÍA ENDOSCÓPICA
03.5.1.02,"CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL, CON MIELOTOMÍA POSTERIOR"
03.5.1.03,"CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL, CON DESCOMPRESIÓN VÍA ANTERIOR"
03.5.1.04,"CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL, CON FUSIÓN ÓSEA E INJERTO AUTÓLOGO O HETERÓLOGO"
03.5.1.05,"CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL, CON RESECCIÓN DE TABIQUE ÓSEO"
03.5.1.06,"CUPS” CÓDIGO                                  DESCRIPCIÓN CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL, CON SECCIÓN DE FILUM TERMINALIS"
03.5.1.07,"CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL, CON RESECCIÓN DE CELE, DUROPLASTIA Y PLASTIA DE PIEL"
03.5.1.08,CIERRE O LIGADURA DE COMUNICACIÓN PERSISTENTE ENTRE PIEL Y MÉDULA ESPINAL (SENO DÉRMICO)
03.5.1.09,CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL SIN INSTRUMENTACIÓN VÍA POSTERIOR
03.5.1.10,CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL CON INSTRUMENTACIÓN VÍA POSTERIOR
03.5.2.01,"CRANEOCERVICAL AQUELLA POR MALFORMACIÓN DE CHIARI TIPO I, II Y III, IMPACTACIÓN CISTERNA MAGNA, ENTRE OTRAS CORRECCIÓN DE ANOMALÍA DE MÉDULA ESPINAL EN UNIÓN CRANEOCERVICAL POR CRANIECTOMÍA SUBOCCIPITAL CON LAMINECTOMÍA Y DUROPLASTIA CORRECCIÓN DE MÉDULA ESPINAL EN UNIÓN CRANEOCERVICAL"
03.5.2.02,POR CRANIECTOMÍA SUBOCCIPITAL CON LAMINECTOMÍA C1-C2 Y
03.5.4.01,PLASTIA O INJERTO DE MENINGE ESPINAL
03.5.4.02,ESQUIRLECTOMÍA CON PLASTIA O INJERTO DE MENINGE ESPINAL
03.5.5.01,CEFALORRAQUÍDEO [LCR] REPARACIÓN DE FÍSTULA ESPINAL DE LÍQUIDO CEFALORRAQUÍDEO (DUROPLASTIA ESPINAL)
03.6.1.01,LISIS O RESECCIÓN DE ADHERENCIAS EXTRADURALES EN MÉDULA ESPINAL O RAÍCES DE NERVIOS ESPINALES VÍA ABIERTA LISIS O RESECCIÓN DE ADHERENCIAS EXTRADURALES EN
03.6.1.02,MÉDULA ESPINAL O RAÍCES DE NERVIOS ESPINALES VÍA ENDOSCÓPICA LISIS O RESECCIÓN DE ADHERENCIAS EXTRADURALES EN
03.6.1.03,MÉDULA ESPINAL O RAÍCES DE NERVIOS ESPINALES VÍA
