codigo,descripcion,uvr,valor,capitulo,ref
776930,ESCISIÓN DE TUMOR (BENIGNO O MALIGNO) EN COLUMNA VERTEBRAL VIA ANTERIOR,300,,ARTICULO 1,01231
034201,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA POSTERIOR, CON LAMINECTOMIA",260,,ARTICULO 1,01232
034202,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA POSTERIOR, CON",260,,ARTICULO 1,01232
034203,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA POSTERIOR, CON SACRECTOMIA",330,,ARTICULO 1,01232
034204,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA ANTERIOR, CON CORPECTOMIA Y",340,,ARTICULO 1,01232
034205,"RESECCION DE TUMOR EXTRADURAL (EPIDURAL) VIA ANTERIOR, CON CORPECTOMIA",430,,ARTICULO 1,01232
034206,RESECCION DE TUMOR EXTRADURAL (EPIDURAL) CON INSTRUMENTACION VIA,430,,ARTICULO 1,01232
034301,"RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR VIA POSTERIOR, POR",310,,ARTICULO 1,01233
034303,"RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR , VIA POSTERIOR, POR",310,,ARTICULO 1,01233
034305,RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR VIA ANTERIOR,310,,ARTICULO 1,01233
034302,"RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR , VIA POSTERIOR, CON",310,,ARTICULO 1,01234
034304,RESECCION DE TUMOR INTRADURAL EXTRAMEDULAR VIA POSTERIOR O POSTERO,310,,ARTICULO 1,01234
034401,"RESECCION DE TUMOR INTRADURAL INTRAMEDULARES , POR VIA ANTERIOR",405,,ARTICULO 1,01236
034402,"RESECCION DE TUMOR INTRADURAL INTRAMEDULAR, POR VIA POSTERIOR",405,,ARTICULO 1,01236
033201,BIOPSIA DE TUMOR INTRADURALES ( INTRAMEDULARES Y EXTRAMEDULARES),230,,ARTICULO 1,01237
030201,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR,305,,ARTICULO 1,01240
030202,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR,305,,ARTICULO 1,01241
030207,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO (EXCEPTO SEGMENTO,305,,ARTICULO 1,01241
030203,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES POR,305,,ARTICULO 1,01242
805101,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VIA ANTERIOR (100),270,,ARTICULO 1,01243
805102,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO CERVICAL VIA POSTERIOR (100),190,,ARTICULO 1,01243
805105,"DISCECTOMIA CERVICAL, VIA ANTERIOR CON INJERTO OSEO AUTOLOGO O HETEROLOGO [CLOWARD, SMITH ROBINSON, SIMMONS] (100)",420,,ARTICULO 1,01243
805121,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORACICO VIA ANTERIOR (100),270,,ARTICULO 1,01244
805122,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO TORACICO VIA POSTERIOR (100),190,,ARTICULO 1,01244
805131,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VIA ANTERIOR (100),275,,ARTICULO 1,01245
805132,ESCISIÓN DE DISCO INTERVERTEBRAL EN SEGMENTO LUMBAR VIA POSTERIOR (100),195,,ARTICULO 1,01245
805134,"DISCECTOMIA LUMBAR, VIA POSTEROLATERAL CON O SIN FACECTOMIA [EN DESCOMPRESION] (100)",195,,ARTICULO 1,01245
780931,INJERTO OSEO EN COLUMNA VERTEBRAL VIA ANTERIOR,250,,ARTICULO 1,01246
780932,INJERTO OSEO EN COLUMNA VERTEBRAL VIA POSTERIOR,170,,ARTICULO 1,01246
805110,NUCLEOTOMIA PERCUTANEA CERVICAL [EN DESCOMPRESION] (100),175,,ARTICULO 1,01247
805123,NUCLEOTOMIA PERCUTANEA TORACICA [ EN DESCOMPRESION] (100),175,,ARTICULO 1,01247
805133,NUCLEOTOMIA PERCUTANEA LUMBAR [ EN DESCOMPRESION] (100),175,,ARTICULO 1,01247
779932,VERTEBRECTOMIA TOTAL CERVICAL CON REEMPLAZO CORPORAL ARTIFICIAL (174),510,,ARTICULO 1,01250
805200,QUIMIONUCLEOLISIS O DISCOLISIS INTERVERTEBRAL SOD * (100),125,,ARTICULO 1,M01383
036100,LISIS O RESECCION DE ADHERENCIAS EXTRADURALES EN MEDULA ESPINAL Y RAICES,200,,ARTICULO 1,M01387
032200,CORDOTOMIA ABIERTA SOD *,210,,ARTICULO 1,01260
032301,"LESION DE TRACTOS DE ENTRADA DE RAICES POSTERIORES ( DREZ ), POR",210,,ARTICULO 1,01260
032400,MIELOTOMIA ABIERTA SOD *,210,,ARTICULO 1,01260
032100,CORDOTOMIA PERCUTANEA SOD *,125,,ARTICULO 1,01261
038200,NEUROLISIS DE RAICES ESPINALES SOD *,105,,ARTICULO 1,01265
039001,INSERCION DE CATETER EPIDURAL EN CANAL ESPINAL PARA INFUSION DE SUSTANCIA,80,,ARTICULO 1,01271
039002,INSERCION DE CATETER EPIDURAL EN CANAL ESPINAL CON PUERTA DE ENTRADA,80,,ARTICULO 1,01271
039302,IMPLANTACION DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL,205,,ARTICULO 1,01272
039400,RETIRO DE ELECTRODOS Y/O RECEPTOR DE NEUROESTIMULACION ESPINAL SOD *,55,,ARTICULO 1,01272
039700,"REEMPLAZO, IRRIGACION O REVISION DE DERIVACION ESPINAL SOD",55,,ARTICULO 1,01273
039800,RETIRO DE DERIVACION ESPINAL SOD *,55,,ARTICULO 1,01273
039301,IMPLANTACION DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL,140,,ARTICULO 1,01275
348500,IMPLANTACION DE MARCAPASOS DIAFRAGMATICO SOD *,90,,ARTICULO 1,01270
033100,PUNCION LUMBAR SOD *,40,,ARTICULO 1,01280
010101,"PUNCIÓN CISTERNAL, VÍA LATERAL",70,,ARTICULO 1,01281
010102,"PUNCIÓN CISTERNAL, VÍA MEDIAL",70,,ARTICULO 1,01281
010901,PUNCION SUBDURAL,105,,ARTICULO 1,01282
010201,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR A TRAVES DE CATETER,30,,ARTICULO 1,01283
010202,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR POR TREPANACION ( SIN CATETER),105,,ARTICULO 1,01283
010203,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR A TRAVES DE UN RESERVORIO,30,,ARTICULO 1,01283
043001,ANASTOMOSIS DE NERVIO FACIAL,210,,ARTICULO 1,01300
047101,"REPARACION DE NERVIO FACIAL, POR INTERPOSICION DE NERVIO HIPOGLOSO",210,,ARTICULO 1,01300
047102,"REPARACION DE NERVIO FACIAL, POR ANASTOMOSIS TERMINO TERMINAL",200,,ARTICULO 1,01300
042201,"NEUROLISIS DE NERVIO XI, POR AMIGDALECTOMIA ESTEREOTAXICA",70,,ARTICULO 1,01302
053207,NEUROLISIS DEL GANGLIO SIMPATICO PRESACRO ( GANGLIO IMPAR DE WALTER),70,,ARTICULO 1,01302
040200,SECCION DE NERVIO TRIGEMINO SOD,100,,ARTICULO 1,M01402
042101,"RIZOTOMIA DE NERVIO TRIGEMINAL, POR CRANEOTOMIA SUBOCCIPITAL",200,,ARTICULO 1,M01403
042102,"RIZOTOMIA DE NERVIO XI, POR CRANEOTOMIA SUBOCCIPITAL",200,,ARTICULO 1,M01404
052200,SIMPATECTOMIA CERVICAL SOD,175,,ARTICULO 1,01310
052300,SIMPATECTOMIA LUMBAR SOD,150,,ARTICULO 1,01311
052401,SIMPATECTOMIA PRESACRA POR LAPAROTOMIA,150,,ARTICULO 1,01311
052101,GANGLIONECTOMIA ESFENOPALATINA,185,,ARTICULO 1,M01502
055100,"EXPLORACION DE PLEJO O TRONCO (CERVICAL, LUMBAR O SACRO) SOD",235,,ARTICULO 1,01320
055200,"DESCOMPRESION DE PLEJO O TRONCO (CERVICAL, LUMBAR O SACRO) SOD",235,,ARTICULO 1,01320
054201,"RECONSTRUCCION DE PLEJO, POR NEURORRAFIA",320,,ARTICULO 1,01321
779134,RESECCIÓN DE COSTILLA CERVICAL O SUPERNUMERARIA,250,,ARTICULO 1,01322
052601,RESECCION DE TUMOR EN NERVIO O GANGLIO SIMPATICO NCOC *,260,,ARTICULO 1,01323
052602,RESECCION DE TUMOR EN NERVIO O GANGLIO SIMPATICO CERVICAL,290,,ARTICULO 1,01323
M01620,"RESECCION DE TUMOR DE PLEJO Oftalmología, la siguiente nomenclatura y calificación en Unidades de Valor Relativo (UVR):",290,,ARTICULO 1,01323
095300,DRENAJE DE SACO LAGRIMAL SOD,30,,ARTICULO 2,02101
094100,EXTRACCIÓN DE CUERPO EXTRAÑO DE SACO LAGRIMAL SOD (66),30,,ARTICULO 2,02102
092100,DACRIOADENECTOMIA PARCIAL SOD,40,,ARTICULO 2,02110
092200,DACRIOADENECTOMIA TOTAL SOD,40,,ARTICULO 2,02110
096100,DACRIOCISTECTOMIA (SACO LAGRIMAL) SOD,40,,ARTICULO 2,02110
098101,DACRIOCISTORRINOSTOMÍA (DCR) VIA EXTERNA,60,,ARTICULO 2,02121
098201,CONJUNTIVODACRIOCISTORRINOSTOMÍA SIMPLE VIA EXTERNA,60,,ARTICULO 2,02121
098301,CONJUNTIVODACRIOCISTORRINOSTOMÍA CON INTUBACION VIA EXTERNA (66),95,,ARTICULO 2,02121
097100,PLASTIA DE CANALÍCULOS LAGRIMALES SOD,50,,ARTICULO 2,02132
097200,PLASTIA DE PUNTO LAGRIMAL [CIRUGIA DE WEBER] SOD,30,,ARTICULO 2,02133
097300,PLASTIA DE PUNTO LAGRIMAL MODIFICADA ( CON SUTURAS) SOD,30,,ARTICULO 2,02133
082000,"ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE PÁRPADO, SOD",30,,ARTICULO 2,02211
082100,RESECCIÓN DE CHALAZIÓN SOD,30,,ARTICULO 2,02211
080100,DRENAJE DE COLECCION POR BLEFAROTOMÍA SOD,30,,ARTICULO 2,02212
082301,"RESECCIÓN DE TUMOR BENIGNO O MALIGNO DE PÁRPADO, ESPESOR PARCIAL, UN",50,,ARTICULO 2,02214
082302,"RESECCIÓN DE TUMOR BENIGNO O MALIGNO DE PÁRPADO, ESPESOR PARCIAL, DOS",120,,ARTICULO 2,02215
082401,"RESECCIÓN TOTAL DE PÁRPADO Y RECONSTRUCCIÓN, CON INJERTO O COLGAJO",200,,ARTICULO 2,02216
086200,RECONSTRUCCION DE PARPADO CON COLGAJO O INJERTO DE MEMBRANA MUCOSA SOD (355),130,,ARTICULO 2,02216
086300,RECONSTRUCCION DE PARPADO CON INJERTO DE FOLICULO PILOSO SOD (355),130,,ARTICULO 2,02216
088100,REPARACIÓN LINEAL DE LACERACIÓN DE PÁRPADO O CEJA SOD,30,,ARTICULO 2,02220
088201,SUTURA SUPERFICIAL DE HERIDA UNICA DE PÁRPADO [BLEFARORRAFIA SIMPLE],30,,ARTICULO 2,02220
086400,RECONSTRUCCION DE PARPADO CON COLGAJO TARSOCONJUNTIVAL SOD (355),130,,ARTICULO 2,02221
088202,SUTURA SUPERFICIAL DE HERIDA MULTIPLE DE PÁRPADO [BLEFARORRAFIA SIMPLE],60,,ARTICULO 2,02222
088401,SUTURA PROFUNDA DE HERIDA UNICA DE PÁRPADO [BLEFARORRAFIA COMPLEJA],60,,ARTICULO 2,02222
088402,SUTURA PROFUNDA DE HERIDA MULTIPLE DE PÁRPADO [BLEFARORRAFIA COMPLEJA],60,,ARTICULO 2,02222
088403,SUTURA DE PÁRPADO Y RECONSTRUCCION CON INJERTO O COLGAJO,135,,ARTICULO 2,02222
084100,"CORRECCION DE ENTROPIÓN, POR TECNICA DE SUTURA SOD",50,,ARTICULO 2,02232
084400,"CORRECCION DE ECTROPION, POR TECNICA DE SUTURA SOD",50,,ARTICULO 2,02232
086101,BLEFAROPLASTIA SUPERIOR (355),100,,ARTICULO 2,02235
086102,BLEFAROPLASTIA INFERIOR (355),100,,ARTICULO 2,02235
089101,"ABLACIÓN DE PESTAÑAS, POR ELECTROLISIS (175)",30,,ARTICULO 2,02237
085300,CANTOPLASTIA (FIJACION DE CANTO) SOD,40,,ARTICULO 2,02242
087300,RECONSTRUCCION DE PLIEGUES EN CORRECCIÓN DE BLEFAROFIMOSIS SOD,90,,ARTICULO 2,02245
087401,RECONSTRUCCION DE PLIEGUES CORRECCIÓN DE EPICANTO CON CUATRO,140,,ARTICULO 2,02245
083100,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR SUSPENSION FRONTAL CON SUTURA SOD (4)",100,,ARTICULO 2,02253
083200,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR SUSPENSION FRONTAL CON FASCIA LATA SOD (4)",100,,ARTICULO 2,02253
083300,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR RESECCION EXTERNA DEL ELEVADOR SOD (4) (196)",100,,ARTICULO 2,02253
083400,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR RESECCION DEL ELEVADOR VIA CONJUNTIVAL SOD (4)",100,,ARTICULO 2,02253
082600,TARSECTOMÍA SOD,35,,ARTICULO 2,M02223
085200,CANTORRAFIA SOD,30,,ARTICULO 2,M02261
085100,CANTOTOMÍA SOD,30,,ARTICULO 2,M02262
103103,RESECCIÓN DE PTERIGION SIMPLE ( NASAL O TEMPORAL) CON SUTURA,45,,ARTICULO 2,02302
103104,RESECCIÓN DE PTERIGION SIMPLE ( NASAL O TEMPORAL) CON INJERTO,70,,ARTICULO 2,02302
103105,"RESECCIÓN DE PTERIGION REPRODUCIDO (NASAL O TEMPORAL), CON PLASTIA LIBRE",50,,ARTICULO 2,02303
103101,RESECCIÓN DE QUISTE O TUMOR BENIGNO DE CONJUNTIVA,50,,ARTICULO 2,02304
103102,RESECCIÓN DE QUISTE O TUMOR BENIGNO DE CONJUNTIVA CON INJERTO DE MUCOSA,70,,ARTICULO 2,02305
103107,"RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA, SIN PLASTIA",90,,ARTICULO 2,02306
106100,SUTURA DE LA CONJUNTIVA SOD,30,,ARTICULO 2,02310
103106,"RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA, CON PLASTIA (135)",130,,ARTICULO 2,02311
103108,PERITOMIA TOTAL,30,,ARTICULO 2,02311
104100,REPARACION DE SIMBLÉFARON CON INJERTO LIBRE DE CONJUNTIVA SOD,100,,ARTICULO 2,02313
104400,REPARACION DE SIMBLÉFARON CON INJERTO DE MUCOSA EXTRAOCULAR SOD,100,,ARTICULO 2,02313
105100,DIVISION DE SIMBLEFARON SOD,60,,ARTICULO 2,02313
168405,"DESCOMPRESIÓN DE ÓRBITA VIA INFERIOR Y MEDIAL, ABORDAJE SUBCILIAR",100,,ARTICULO 2,02401
169203,DRENAJE DE COLECCION ANTERIOR DE ÓRBITA,30,,ARTICULO 2,02402
169204,DRENAJE DE COLECCION POSTERIOR DE ÓRBITA,100,,ARTICULO 2,02403
161100,EXTRACCIÓN DE CUERPO EXTRAÑO DE ÓRBITA SOD,125,,ARTICULO 2,02404
169201,RESECCIÓN DE TUMOR MALIGNO DE ÓRBITA,125,,ARTICULO 2,02405
165100,EXENTERACIÓN DE ÓRBITA CON ESCISIÓN DE ESTRUCTURAS ADYACENTES SOD,125,,ARTICULO 2,02406
165200,EXENTERACIÓN DE ÓRBITA CON EXTRACCION TERAPEUTICA DE HUESO ORBITAL SOD,125,,ARTICULO 2,02406
169202,RESECCIÓN DE TUMOR BENIGNO DE ÓRBITA,80,,ARTICULO 2,02407
767901,REDUCCION ABIERTA DE BORDE O PARED ORBITAL,120,,ARTICULO 2,02412
767902,REDUCCION ABIERTA DE FRACTURA DE UNA PARED ORBITARIA CON INJERTO,120,,ARTICULO 2,02412
767904,REDUCCIÓN ABIERTA DE FRACTURA DE PISO DE ÓRBITA Y RECONSTRUCCION CON,135,,ARTICULO 2,02412
767905,REDUCCIÓN ABIERTA DE FRACTURA DE PARED MEDIAL DE ÓRBITA Y,135,,ARTICULO 2,02412
120000,EXTRACCION DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DE OJO SOD (201),85,,ARTICULO 2,02501
140000,EXTRACCION DE CUERPO EXTRAÑO DEL SEGMENTO POSTERIOR DEL OJO SOD,155,,ARTICULO 2,02502
164100,ENUCLEACIÓN CON O SIN IMPLANTE PROTÉSICO SOD,80,,ARTICULO 2,02511
164200,ENUCLEACIÓN CON INJERTO DERMOGRASO SOD,120,,ARTICULO 2,02512
163100,EVISCERACIÓN DEL GLOBO OCULAR CON IMPLANTE SOD,90,,ARTICULO 2,02513
166101,INSERCIÓN SECUNDARIA DE PRÓTESIS [IMPLANTE] CON FORMACIÓN DE FONDOS DE,100,,ARTICULO 2,02514
168301,PLASTIA DE ÓRBITA CON RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTOS,100,,ARTICULO 2,02514
152100,PROCEDIMIENTO DE ALARGAMIENTO EN UN MUSCULO EXTRAOCULAR SOD,80,,ARTICULO 2,02520
152200,PROCEDIMIENTO DE ACORTAMIENTO EN UN MUSCULO EXTRAOCULAR SOD,80,,ARTICULO 2,02520
154101,REINSERCION O RETROINSERCION DE MUSCULOS RECTOS (UNO O DOS),90,,ARTICULO 2,02520
154102,REINSERCION O RETROINSERCION DE MUSCULOS OBLICUOS (UNO O DOS),90,,ARTICULO 2,02521
154103,REINSERCION O RETROINSERCION DE MUSCULOS RECTO Y OBLICUO,150,,ARTICULO 2,02522
087100,RECONSTRUCCION DE PLIEGUES POR ACORTAMIENTO DE TENDÓN CANTAL MEDIAL,80,,ARTICULO 2,02523
100100,"EXTRACCION DE CUERPO EXTRAÑO INCRUSTADO EN CONJUNTIVA, POR INCISION SOD",50,,ARTICULO 2,02602
111100,"EXTRACCIÓN DE CUERPO EXTRAÑO PROFUNDO EN CÓRNEA, POR INCISION SOD",50,,ARTICULO 2,02602
117400,QUERATOTOMÍA RADIAL MIÓPICA O ASTIGMÁTICA [CIRUGÍA REFRACTIVA INCISIONAL],60,,ARTICULO 2,02604
M02605,QUERATECTOMÍA CON EXCÍMER LÁSER (FOTORREFRACTIVA O FOTOTERAPÉUTICA ),120,,ARTICULO 2,02605
103201,"ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA, POR DIATERMIA O",30,,ARTICULO 2,02610
114200,"CAUTERIZACIÓN DE CÓRNEA (TERMO, QUIMIO, O CRIOAPLICACIÓN) SOD",30,,ARTICULO 2,02610
128402,"RESECCIÓN DE TUMOR DE LA ESCLERÓTICA, POR DIATERMIA O CRIOTERAPIA",30,,ARTICULO 2,02610
117600,QUERATECTOMÍA SOD,50,,ARTICULO 2,02611
114100,RESECCIÓN SIMPLE DE TUMOR DE CÓRNEA SOD,50,,ARTICULO 2,02612
118100,QUERATOPIGMENTACION (TATUAJE DE LA CÓRNEA) SOD,30,,ARTICULO 2,02613
115100,SUTURA DE CORNEA SOD,80,,ARTICULO 2,02621
116200,QUERATOPLASTIA PENETRANTE SOD,170,,ARTICULO 2,02622
115800,RETIRO DE SUTURA EN CÓRNEA SOD,30,,ARTICULO 2,02623
116100,QUERATOPLASTIA LAMELAR O SUPERFICIAL SOD,115,,ARTICULO 2,02624
115101,CORNOESCLERORRAFIA ( REPARACIÓN DE HERIDA CORNEOESCLERAL),150,,ARTICULO 2,02626
E02626,QUERATOFAQUIA,140,,ARTICULO 2,02627
E02627,QUERATOMILEUSIS,140,,ARTICULO 2,02628
116300,"QUERATOPLASTIA PENETRANTE, COMBINADA CON CIRUGIA DE",210,,ARTICULO 2,02629
117300,IMPLANTE DE PRÓTESIS CORNEANA (QUERATOPRÓTESIS) SOD,100,,ARTICULO 2,02630
117500,QUERATOTOMÍA FOTORREFRACTIVA CON LASER CON QUERATOMILEUSIS [LASIK] SOD,160,,ARTICULO 2,02631
115200,REPARACION DE DESHISCENCIA DE HERIDA POS OPERATORIA CORNEAL SOD,90,,ARTICULO 2,02640
128100,SUTURA DE LA ESCLERA (ESCLERORRAFIA) SOD,90,,ARTICULO 2,02640
128800,PLASTIAS EN ESCLERA (ESCLEROPLASTIA) SOD (176),90,,ARTICULO 2,02640
115301,REPARACION DE LACERACION O HERIDA CORNEAL CON INJERTO ESPESOR PARCIAL (5),170,,ARTICULO 2,02642
115302,REPARACION DE LACERACION O HERIDA CORNEAL CON INJERTO ESPESOR TOTAL (5),170,,ARTICULO 2,02642
116400,ESCLEROQUERATOPLASTIA SOD,170,,ARTICULO 2,02642
128401,"RESECCIÓN DE TUMOR DE LA ESCLERÓTICA, VÍA ABIERTA",70,,ARTICULO 2,02643
123500,COREOPLASTIA (PUPILOPLASTIA) SOD,50,,ARTICULO 2,M02720
121400,"IRIDECTOMÍA ( BASAL, PERIFÉRICA Y TOTAL) SOD",80,,ARTICULO 2,02702
123400,REPARACION O SUTURA DE IRIDODIÁLISIS SOD,90,,ARTICULO 2,02703
124201,RESECCIÓN DE TUMOR DE IRIS,90,,ARTICULO 2,02705
124401,RESECCIÓN DE TUMOR DE CUERPO CILIAR,100,,ARTICULO 2,02706
123001,"IRIDOPLASTIA, CON SUTURA",90,,ARTICULO 2,02710
121301,"REDUCCIÓN DE HERNIA DE IRIS, POR SUTURA DE IRIS",65,,ARTICULO 2,02712
126601,REVISIÓN DE AMPOLLA FILTRANTE CON AGUJA,50,,ARTICULO 2,02731
M02732,CICLOCRIOCOAGULACIÓN,30,,ARTICULO 2,02732
M02806,CICLOFOTOCOAGULACIÓN,40,,ARTICULO 2,02733
125500,CICLODIÁLISIS SOD,50,,ARTICULO 2,02801
E02803,IRIDENCLEISIS,65,,ARTICULO 2,02802
125100,GONIOTOMIA SOD,70,,ARTICULO 2,02803
125400,TRABECULOTOMÍA SOD,87,,ARTICULO 2,02804
126400,TRABECULECTOMÍA PRIMARIA SOD (67),150,,ARTICULO 2,02805
126401,TRABECULECTOMÍA SECUNDARIA (CON CIRUGIA OCULAR PREVIA) (67),150,,ARTICULO 2,02805
126700,INSERCIÓN DE IMPLANTE PARA GLAUCOMA SOD,150,,ARTICULO 2,02806
126705,REVISION ANTERIOR DE TUBO DE IMPLANTE,95,,ARTICULO 2,02806
144101,IDENTACION ESCLERAL CON IMPLANTACION Y CRIOTERAPIA,160,,ARTICULO 2,02810
142101,"ABLACIÓN DE LESIÓN CORIORETINAL, POR DIATERMIA O CRIOTERAPIA",110,,ARTICULO 2,02811
143101,REPARACIÓN DE DESGARRO RETINAL (RETINOPEXIA) POR DIATERMIA O CRIOTERAPIA (68),130,,ARTICULO 2,02811
145101,"REPARACION DE DESPRENDIMIENTO DE RETINA, CON DIATERMIA O CRIOTERAPIA (69)",130,,ARTICULO 2,02811
127501,TRABECULOPLASTIA CON LASER,130,,ARTICULO 2,02812
142300,"ABLACIÓN DE LESIÓN CORIORETINAL, POR FOTOCOAGULACION (LASER) SOD",130,,ARTICULO 2,02812
143300,REPARACIÓN DE DESGARRO RETINAL POR FOTOCOAGULACION (LASER) SOD (68),130,,ARTICULO 2,02812
145300,"REPARACION DE DESPRENDIMIENTO DE RETINA, CON FOTOCOAGULACION (LASER) SOD (69)",130,,ARTICULO 2,02812
144102,"IDENTACION ESCLERAL CON IMPLANTACION, TAMPONAMIENTO INTERNO CON GAS",170,,ARTICULO 2,02813
144103,"IDENTACION ESCLERAL CON IMPLANTACION, TAMPONAMIENTO INTERNO CON GAS",200,,ARTICULO 2,02814
136501,CAPSULOTOMÍA,20,,ARTICULO 2,02901
131100,EXTRACCIÓN INTRACAPSULAR DE CRISTALINO SOD,100,,ARTICULO 2,02903
132200,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO POR ASPIRACION SOD,100,,ARTICULO 2,02903
132400,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO EN PRESENCIA DE AMPOLLA,100,,ARTICULO 2,02903
137100,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO CON IMPLANTE DE LENTE,155,,ARTICULO 2,02905
138100,EXTRACCION DE LENTE INTRAOCULAR (PSEUDOCRISTALINO) SOD,90,,ARTICULO 2,02906
137200,IMPLANTE DE LENTE INTRAOCULAR SECUNDARIO SOD,90,,ARTICULO 2,02907
132300,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO POR FACOEMULSIFICACION SOD,125,,ARTICULO 2,02908
146100,RETIRO DE MATERIAL IMPLANTADO DEL SEGMENTO POSTERIOR DE OJO SOD,110,,ARTICULO 2,02910
147401,VITRECTOMÍA VIA POSTERIOR CON INSERCIÓN DE SILICÓN O GASES (136),190,,ARTICULO 2,02910
147301,VITRECTOMÍA VIA ANTERIOR CON VITRIÓFAGO,135,,ARTICULO 2,02912
147402,"VITRECTOMÍA VIA POSTERIOR CON RETINOPEXIA Otorrinolaringología, la siguiente nomenclatura y calificación en Unidades de Valor Relativo (UVR):",240,,ARTICULO 2,02913
180100,DRENAJE DE COLECCIÓN DE PABELLÓN AURICULAR SOD,22,,ARTICULO 3,03101
180200,DRENAJE DE COLECCIÓN DE CONDUCTO AUDITIVO EXTERNO SOD,22,,ARTICULO 3,03101
180300,"EXTRACCIÓN DE CUERPO EXTRAÑO DE CONDUCTO AUDITIVO EXTERNO, CON INCISION",50,,ARTICULO 3,03103
182200,RESECCIÓN DE APÉNDICE PREAURICULAR SOD,30,,ARTICULO 3,03110
182100,RESECCIÓN DE FÍSTULA O QUISTE PREAURICULAR SOD,55,,ARTICULO 3,03111
182300,RESECCIÓN DE QUISTE DE PABELLÓN AURICULAR SOD,30,,ARTICULO 3,03112
183101,RESECCIÓN DE TUMOR BENIGNO DE CONDUCTO AUDITIVO EXTERNO,50,,ARTICULO 3,03113
183102,AURICULECTOMIA PARCIAL,110,,ARTICULO 3,03114
183103,AURICULECTOMIA TOTAL,120,,ARTICULO 3,03114
183104,AURICULECTOMIA (PARCIAL O TOTAL ) CON RESECCION PARCIAL O TOTAL DEL HUESO,180,,ARTICULO 3,03115
202101,DRENAJE DE COLECCIÓN DE MASTOIDES,40,,ARTICULO 3,03116
184100,SUTURA DE LACERACION DE PABELLÓN AURICULAR SOD,30,,ARTICULO 3,03120
186200,RECONSTRUCCION DE MEATO AUDITIVO EXTERNO SOD (70),140,,ARTICULO 3,03121
187100,RECONSTRUCCIÓN DE PABELLÓN AURICULAR SOD,90,,ARTICULO 3,03123
200101,TIMPANOSTOMIA CON DRENAJE DE MEMBRANA TIMPÁNICA,50,,ARTICULO 3,03201
202301,TIMPANOTOMÍA EXPLORATORIA,55,,ARTICULO 3,03202
194101,TIMPANOPLASTIA TIPO I (CIERRE DE PERFORACIÓN) (71) EXCLUYE: la estapedectomía simultánea (71),108,,ARTICULO 3,03210
194102,"TIMPANOPLASTIA TIPO II (CON RECONSTRUCCION DE CADENA OSEA: MARTILLO, YUNQUE Y/O ESTRIBO U OSICULOPLASTIA) (71)",220,,ARTICULO 3,03211
191100,ESTAPEDECTOMÍA O ESTAPEDOTOMIA CON COLOCACION DE PRÓTESIS SOD (71),280,,ARTICULO 3,03221
192100,REVISIÓN DE ESTAPEDECTOMÍA O ESTAPEDOTOMIA SOD (71),35,,ARTICULO 3,03221
204100,MASTOIDECTOMÍA SIMPLE (ÁTICO ANTROMASTOIDECTOMÍA) SOD (72) EXCLUYE: la implantación de prótesis coclear (72),170,,ARTICULO 3,03230
204200,MASTOIDECTOMÍA RADICAL SOD (72),200,,ARTICULO 3,03231
